Lemma
amphibolite
amphipod
amphitheater
amphora
ampicillin
ample
amplification
amplifier
amplify
amplitude
amply
ampoule
ampulla
ampullar
amputate
amputation
amputee
amulet
amuse
amusement
amusingly
amygdala
amylase
amyloid
amyloidosis
amyotrophic
ana
anabolic
anachronism
anachronistic
anaconda
anaerobic
anagram
anal
analgesia
analgesic
anally
analog
analogical
analogize
analogous
analogously
analogy
analysis
analyst
analytic
analytical
analytically
analyze
analyzer
anaphase
anaphor
anaphora
anaphoric
anarchic
anarchism
anarchist
anarchy
anastomosis
anathema
anatomic
anatomical
anatomically
anatomist
anatomy
ancestor
ancestral
ancestry
anchor
anchorage
anchorwoman
anchovy
ancient
anciently
ancillary
and
andesite
androgen
androgynous
androgyny
android
anecdotal
anecdotally
anecdote
anemia
anemic
anemone
anesthesia
anesthesiologist
anesthesiology
anesthetic
anesthetist
anesthetize
anestrous
aneuploid
aneuploidy
aneurysm
anew
angel
angelfish
angelic
angelica
anger
angina
angiogenesis
angiogenic
angiography
angioplasty
angiosperm
angiostatin
angiotensin
angle
angler
anglicize
angrily
angry
angst
angstrom
anguish
angular
angularity
anhedonia
ani
anima
animal
animate
animatedly
animation
animator
animatronics
anime
animism
animosity
animus
anion
anionic
anisogamy
anisotropic
anisotropy
ankle
anklet
anna
annalist
annals
anneal
annelid
annex
annexation
annexe
annihilate
annihilation
anniversary
annotate
annotation
annotator
announce
announcement
announcer
annoy
annoyance
annoyingly
annual
annualize
annually
annuitant
annuity
annul
annular
annulment
annulus
annum
annunciation
annunciator
anode
anoint
anomalous
anomalously
anomaly
anon
anonymity
anonymous
anonymously
anorak
anorectal
anorexia
anorexic
another
anoxia
anoxic
answer
answerable
answerphone
ant
antacid
antagonism
antagonist
antagonistic
antagonize
antarctic
ante
anteater
antebellum
antecedent
antechamber
antediluvian
antelope
antenatal
antenna
antennal
antepenultimate
anterior
anteriorly
anterograde
anteroom
anthelmintic
anthem
anther
anthill
anthologize
anthology
anthracite
anthrax
anthropic
anthropogenic
anthropological
anthropologist
anthropology
anthropometric
anthropomorphic
anthropomorphism
anthropomorphize
anti
antiabortion
antiaircraft
antiangiogenic
antiarrhythmic
antibacterial
antibiotic
antibody
antic
anticholinergic
anticipate
anticipation
anticipatory
anticlimactic
anticlimax
anticlockwise
anticoagulant
anticoagulation
anticommunism
anticommunist
anticompetitive
anticonvulsant
anticrime
antidepressant
antidiscrimination
antidisestablishmentarianism
antidote
antidromic
antidrug
antidumping
antifouling
antifraud
antifreeze
antigen
antigenic
antihero
antihistamine
antihypertensive
antilock
antimacassar
antimalarial
antimatter
antimicrobial
antimonopoly
antimony
antinomian
antioxidant
antiparallel
antiparticle
antipasto
antipathy
antipersonnel
antiphon
antipiracy
antipodal
antipsychotic
antiquarian
antiquark
antiquary
antiquate
antique
antiquity
antiracism
antiracist
antiretroviral
antisense
antiseptic
antisera
antiserum
antislavery
antisocial
antisubmarine
antitank
antithesis
antithetical
antitoxin
antitrust
antiviral
antivirus
antiwar
antler
antral
antrum
antsy
anuran
anus
anvil
anxiety
anxious
anxiously
anxiousness
any
anybody
anyhow
anymore
anyone
anyplace
anything
anytime
anyway
anywhere
aorta
apace
apache
apar
apart
apartheid
apartment
apathetic
apathetically
apathy
ape
aperiodic
aperitif
aperture
apex
aphasia
aphasic
aphid
aphidicolin
aphorism
aphorist
aphrodisiac
apiary
apical
apiece
aplenty
aplomb
apnea
apocalypse
apocalyptic
apochromatic
apocryphal
apogee
apolipoprotein
apolitical
apologetic
apologetically
apologist
apologize
apology
apoplectic
apoplexy
apoptosis
apoptotic
aposematic
apostasy
apostate
apostle
apostolic
apostrophe
apostrophize
apothecary
apotheosis
appall
appallingly
apparatchik
apparatus
apparel
apparent
apparently
apparition
appeal
appealingly
appear
appearance
appease
appeasement
appellant
appellate
appellation
appellative
append
appendage
appendectomy
appendicitis
appendix
appertain
appetite
appetitive
appetize
appetizer
applaud
applause
apple
applesauce
applet
appliance
applicability
applicable
applicant
application
applicator
applique
apply
appoint
appointee
appointment
apportion
apportionment
appose
apposite
apposition
appositive
appraisal
appraise
appraiser
appreciable
appreciably
appreciate
appreciation
appreciative
appreciatively
apprehend
apprehension
apprehensive
apprehensively
apprentice
apprenticeship
apprise
appro
approach
approachable
approbation
appropriate
appropriately
appropriateness
appropriation
appropriator
approval
approve
approver
approvingly
approximate
approximately
approximation
apraxia
apricot
april
apron
apropos
apse
apt
aptitude
aptly
aptness
aqua
aquaculture
aquamarine
aquarium
aquatic
aquatint
aquavit
aqueduct
aqueous
aquifer
aquiline
arabesque
arable
arachidonic
arachnid
araucaria
arbiter
arbitrage
arbitrarily
arbitrariness
arbitrary
arbitrate
arbitration
arbitrator
arbor
arboreal
arborescent
arboretum
arbovirus
arc
arcade
arcane
arch
archaean
archaeological
archaeologically
archaeologist
archaeology
archaeon
archaic
archangel
archbishop
archbishopric
archdeacon
archdeaconry
archdiocese
archenteron
archeological
archeologist
archeology
archer
archery
archetypal
archetype
archiepiscopal
archipelago
architect
architectural
architecturally
architecture
architrave
archival
archive
archivist
archly
archness
archosaur
archrival
archway
arctic
ardent
ardently
ardor
arduous
area
areal
arena
arete
argent
argentine
arginine
argon
argot
arguable
arguably
argue
argument
argumentation
argumentative
argyle
aria
arid
aridity
arise
aristocracy
aristocrat
aristocratic
arithmetic
arithmetical
arithmetically
arity
ark
arm
armada
armadillo
armament
armamentarium
armature
armband
armchair
armful
armhole
armistice
armload
armoire
armor
armorer
armorial
armory
armpit
armrest
army
armyworm
aroma
aromatherapist
aromatherapy
aromatic
around
arousal
arouse
arpeggio
arquebus
arraign
arraignment
arrange
arrangement
arranger
arrant
array
arrears
arrest
arrhythmia
arrival
arrive
arrogance
arrogant
arrogantly
arrow
arrowhead
arse
arsehole
arsenal
arsenic
arsenical
arson
arsonist
art
arterial
arteriosclerosis
artery
artesian
artful
artfully
arthritic
arthritis
arthropod
arthroscopy
artichoke
article
articulate
articulately
articulation
articulator
articulatory
artifact
artifactual
artifice
artificial
artificiality
artificially
artillery
artilleryman
artiodactyl
artisan
artisanal
artist
artiste
artistic
artistically
artistry
artless
artlessly
artsy
artwork
arty
arum
as
asbestos
asbestosis
ascend
ascendance
ascendancy
ascendant
ascension
ascent
ascertain
ascertainable
ascetic
asceticism
ascidian
ascites
ascorbic
ascribe
ascriptive
aseptic
asexual
asexually
ash
ashamed
ashen
ashore
ashtray
aside
asinine
ask
askance
askew
aslant
asleep
asp
asparagus
aspartate
aspartic
aspect
aspectual
aspen
asperity
aspersion
asphalt
asphodel
asphyxia
asphyxiate
asphyxiation
aspic
aspidistra
aspirant
aspirate
aspiration
aspirational
aspire
aspirin
ass
assail
assailant
assassin
assassinate
assassination
assault
assay
assemblage
assemble
assembler
assembly
assemblyman
assent
assert
assertion
assertive
assertiveness
assess
assessable
assessment
assessor
asset
asshole
assibilation
assiduity
assiduous
assiduously
assign
assignation
assignee
assignment
assignor
assimilate
assimilation
assist
assistance
assistant
assize
associate
associateship
association
associational
associative
assonance
assort
assortment
assuage
assume
assumption
assurance
assure
assuredly
aster
asterisk
astern
asteroid
asthma
asthmatic
astigmatism
astir
astonish
astonishingly
astonishment
astound
astoundingly
astrakhan
astray
astride
astringent
astrocyte
astrocytic
astrologer
astrological
astrology
astronaut
astronomer
astronomic
astronomical
astronomically
astronomy
astrophotography
astrophysical
astrophysicist
astrophysics
astute
astutely
astuteness
asunder
asylum
asymmetric
asymmetrical
asymmetrically
asymmetry
asymptomatic
asymptote
asymptotic
asymptotically
asynchronous
at
atavistic
ataxia
atenolol
atheism
atheist
atheistic
atheroma
atheromatous
atherosclerosis
atherosclerotic
athlete
athletic
athletically
athleticism
athwart
atlas
atmosphere
atmospheric
atoll
atom
atomic
atomism
atomistic
atonal
atonality
atone
atonement
atop
atrazine
atresia
atrial
atrioventricular
atrium
atrocious
atrocity
atrophic
atrophy
atropine
attach
attaché
attachment
attack
attacker
attain
attainable
attainder
attainment
attempt
attend
attendance
attendant
attendee
attender
attention
attentional
attentive
attentively
attentiveness
attenuate
attenuation
attest
attestation
attic
attire
attitude
attitudinal
attorney
attract
attraction
attractive
attractively
attractiveness
attractor
attributable
attribute
attribution
attributive
attrition
attune
atypical
atypically
aubergine
auburn
auction
auctioneer
audacious
audacity
audible
audibly
audience
audio
audiocassette
audiology
audiophile
audiotape
audiovisual
audit
audition
auditor
auditorium
auditory
auger
aught
augment
augmentation
augur
augury
august
auk
auld
aunt
auntie
aunty
aura
aural
aureole
aurora
auspice
auspicious
austere
austerely
austerity
austral
auteur
authentic
authentically
authenticate
authentication
authenticity
author
authorial
authoritarian
authoritarianism
authoritative
authoritatively
authority
authorization
authorize
authorship
autism
autistic
auto
autoantibody
autobahn
autobiographer
autobiographical
autobiography
autocatalytic
autochthonous
autoclave
autocorrelation
autocracy
autocrat
autocratic
autofocus
autograph
autoimmune
autoimmunity
autologous
autolysis
automaker
automat
automate
automatic
automatically
automaticity
automation
automaton
automobile
automotive
autonomic
autonomous
autonomously
autonomy
autopilot
autopsy
autoradiograph
autoradiographic
autoradiography
autosomal
autosome
autostrada
autoworker
autumn
autumnal
auxiliary
avail
availability
available
avalanche
avarice
avaricious
avatar
avenge
avenger
avenue
aver
average
averse
aversion
aversive
avert
avian
aviary
aviation
aviator
avid
avidity
avidly
avionic
avo
avocado
avocation
avocet
avoid
avoidable
avoidance
avow
avowal
avowedly
avuncular
await
awake
awaken
award
aware
awareness
awash
away
awe
awesome
awesomely
awestruck
awful
awfully
awfulness
awhile
awkward
awkwardly
awkwardness
awl
awning
awol
awry
ax
axenic
axial
axil
axillary
axiom
axiomatic
axis
axle
axon
axonal
axoneme
ayatollah
aye
azalea
azide
azimuth
azimuthal
azure
baa
babbitt
babble
babbler
babe
babel
baboon
baby
babyface
babyhood
babyish
babysit
babysitter
baccalaureate
bachelor
bacillus
back
backache
backbench
backbencher
backbite
backboard
backbone
backbreaking
backcloth
backcountry
backcross
backdate
backdoor
backdrop
backer
backfield
backfill
backfire
backgammon
background
backgrounder
backhand
backhander
backhoe
backlash
backless
backlight
backlog
backorder
backpack
backpacker
backpedal
backroom
backseat
backside
backslash
backslide
backspace
backspin
backstage
backstair
backstop
backstreet
backstroke
backswing
backtrack
backup
backward
backwardness
backwash
backwater
backwoods
backyard
bacon
bacteria
bacterial
bactericidal
bacteriological
bacteriologist
bacteriology
bacteriophage
bad
baddy
badge
badger
badinage
badlands
badly
badminton
badness
baffle
bafflement
bag
bagel
baggage
baggy
bagpipe
baguette
baht
bail
bailee
bailey
bailiff
bailiwick
bailment
bailout
bairn
bait
baize
bake
baker
bakery
balaclava
balance
balancer
balcony
bald
baldly
baldness
bale
baleful
balefully
baler
balk
ball
ballad
ballade
ballast
ballerina
ballet
ballgame
ballistic
ballistics
balloon
balloonist
ballot
balloted
ballpark
ballplayer
ballpoint
ballroom
ballvalve
bally
ballyhoo
balm
balmy
baloney
balsam
balsamic
baluster
balustrade
bamboo
bamboozle
ban
banal
banality
banana
band
bandage
bandana
bandit
banditry
bandleader
bandoleer
bandsaw
bandstand
bandwagon
bandwidth
bandy
bane
bang
banger
bangle
banish
banishment
banister
banjo
bank
banker
banknote
bankrate
bankroll
bankrupt
bankruptcy
banner
bannister
banns
banquet
banquette
banshee
bantam
bantamweight
banter
banyan
bap
baptism
baptismal
baptistery
baptize
bar
barb
barbarian
barbaric
barbarism
barbarity
barbarous
barbarously
barbecue
barbel
barbell
barber
barbershop
barbiturate
bard
bardic
bare
bareback
bareboat
barefoot
bareheaded
barely
bareness
bargain
bargainer
barge
baritone
barium
bark
barker
barley
barmaid
barman
barmy
barn
barnacle
barnstorm
barnyard
barometer
barometric
baron
baroness
baronet
baronetcy
baronial
barony
baroque
barouche
barrack
barracuda
barrage
barrel
barren
barrenness
barrette
barricade
barrier
barrio
barrister
barroom
barrow
bartend
bartender
barter
baryon
basal
basalt
basaltic
base
baseball
baseboard
baseless
baseline
baseman
basement
baseness
bash
basher
bashful
basic
basically
basil
basilica
basilisk
basin
basinal
basis
bask
basket
basketball
basketry
bass
basset
bassist
bassoon
bassoonist
bast
bastard
baste
baster
bastion
bat
batch
bate
bath
bathe
bather
bathhouse
batholith
bathos
bathrobe
bathroom
bathtub
bathwater
batik
batman
baton
batsman
battalion
batten
batter
battery
battle
battleax
battlefield
battlefront
battleground
battlement
battler
battleship
batty
bauble
baud
baulk
bauxite
bawdy
bawl
bay
bayonet
bayou
bazaar
bazooka
be
beach
beachcomber
beachfront
beachhead
beachside
beacon
bead
beadle
beady
beagle
beak
beaker
beam
bean
beanbag
beanie
bear
bearable
beard
beardless
bearer
bearish
bearskin
beast
beastie
beastliness
beastly
beat
beater
beatific
beatification
beatify
beatitude
beatnik
beau
beauteous
beautician
beautification
beautiful
beautifully
beautifulness
beautify
beauty
beaver
bebop
becalm
because
beck
beckon
become
becomingly
bed
bedbug
bedchamber
bedclothes
bedcover
bedeck
bedevil
bedfellow
bedlam
bedpan
bedpost
bedraggle
bedridden
bedrock
bedroll
bedroom
bedside
bedsit
bedspread
bedspring
bedstead
bedtime
bee
beech
beef
beefburger
beefy
beehive
beekeeper
beekeeping
beeline
beep
beeper
beer
beery
beeswax
beet
beetle
beetroot
befall
befit
before
beforehand
befriend
befuddle
beg
beget
begetter
beggar
beggarly
begin
beginner
begonia
begrudge
beguile
behalf
behave
behavior
behavioral
behaviorally
behaviorism
behaviorist
behead
behemoth
behest
behind
behindhand
behold
beholden
beholder
behoove
beige
bejewel
belabor
belate
belatedly
belay
belch
beleaguer
beleaguered
belemnite
belfry
belie
belief
believable
believe
believer
belittle
bell
belladonna
bellbird
bellboy
belle
bellhop
bellicose
belligerence
belligerent
belligerently
bellow
bellwether
belly
bellyache
belong
beloved
below
belt
beluga
belvedere
bemoan
bemuse
bemusedly
bemusement
ben
bench
bencher
benchmark
bend
bender
beneath
benediction
benefaction
benefactor
benefactress
benefic
benefice
beneficence
beneficent
beneficial
beneficially
beneficiary
beneficiate
benefit
benevolence
benevolent
benevolently
benight
benign
benignant
benignity
benignly
benison
benthic
bentwood
benzene
benzoate
benzodiazepine
bequeath
bequest
berate
bereave
bereavement
beret
bergamot
berk
berlin
berry
berserk
berth
beryl
beryllium
beseech
beseechingly
beset
beside
besides
besiege
besieger
besom
besot
bespeak
bespectacled
best
bestial
bestiality
bestir
bestow
bestride
bestseller
bet
beta
betel
beth
bethink
betide
betimes
betray
betrayal
betrayer
betroth
betrothal
betrothed
better
betterment
between
betwixt
bevel
beverage
bevy
beware
bewilder
bewilderedly
bewilderment
bewitch
bewitchment
bey
beyond
bezel
bi
biannual
bias
bib
bible
biblical
bibliographer
bibliographic
bibliographical
bibliography
bicameral
bicarbonate
bicentenary
bicentennial
bicep
bicker
bicultural
bicycle
bicyclist
bid
bidder
bide
bidet
bidirectional
biennial
bier
biface
bifacial
biff
bifocal
bifurcate
bifurcation
big
bigamy
biggish
bighorn
bight
bigness
bigos
bigot
bigotry
bigram
bigtime
bigwig
bijou
bike
biker
bikini
bilabial
bilateral
bilaterally
bilayer
bilberry
bile
bilge
biliary
bilinear
bilingual
bilingualism
bilingually
bilious
bilirubin
bilk
bill
billable
billboard
biller
billet
billiards
billion
billionaire
billionth
billow
billowy
billy
bimbo
bimodal
bimonthly
bin
binary
binaural
bind
binder
bindweed
binge
bingo
binnacle
binocular
binomial
bio
bioassay
biobehavioral
biochemical
biochemically
biochemist
biochemistry
biocontrol
biodegradable
biodiesel
biodiversity
bioengineer
bioethic
biofeedback
biofuel
biogas
biogenesis
biogenic
biographer
biographical
biography
bioinformatic
biologic
biological
biologically
biologist
biology
bioluminescent
biomarker
biomass
biomechanic
biomechanical
biomedical
biomedicine
biometric
biomolecule
biomorph
bionic
biophysical
biophysics
biopsy
biosphere
biosynthesis
biosynthetic
biota
biotech
biotechnological
biotechnology
bioterror
bioterrorism
bioterrorist
biotic
biotin
biotite
biotype
bioweapon
bipartisan
bipartisanship
bipartite
biped
bipedal
biphenyl
biplane
bipolar
bipolarity
biracial
birch
bird
birdbath
birdcage
birdhouse
birdie
birdlife
birdlike
birdsong
birdwatch
birdwatcher
birefringent
biro
birth
birthday
birthmark
birthplace
birthrate
birthright
biscuit
bisect
bisection
bisexual
bisexuality
bishop
bishopric
bismuth
bison
bisphenol
bisque
bistable
bistro
bit
bitch
bitchiness
bitchy
bite
biter
bitingly
bitmap
bitter
bitterly
bittern
bitterness
bittersweet
bitty
bitumen
bituminous
bivalent
bivalve
bivariate
bivouac
biweekly
bizarre
bizarrely
blab
black
blackball
blackberry
blackbird
blackboard
blackcurrant
blacken
blackface
blackhead
blackish
blackjack
blackleg
blacklist
blackly
blackmail
blackmailer
blackness
blackout
blacksmith
blackspot
blackthorn
blacktop
blackwater
bladder
blade
blah
blame
blameless
blameworthy
blanc
blanch
blancmange
bland
blandishment
blandly
blandness
blank
blanket
blankly
blankness
blare
blasé
blaspheme
blasphemer
blasphemous
blasphemy
blast
blaster
blastocoel
blastocoelic
blastocyst
blastoderm
blastoff
blastomere
blastula
blatant
blatantly
blather
blaze
blazer
blazon
bleach
bleacher
bleak
bleakly
bleakness
blearily
bleary
bleat
bleed
bleep
blemish
blend
blender
bleomycin
bless
blessedly
bleu
blight
blimey
blimp
blind
blinders
blindfold
blindingly
blindly
blindness
blindside
bling
blini
blink
blinker
blip
bliss
blissful
blissfully
blister
blithe
blithely
blitz
blitzkrieg
blizzard
bloat
blob
bloc
block
blockade
blockage
blockbuster
blocker
blockhouse
blocky
blog
blogger
blogosphere
bloke
blond
blonde
blondy
blood
bloodbath
bloodcurdling
bloodhound
bloodily
bloodless
bloodletting
bloodline
bloodlust
bloodshed
bloodshot
bloodstain
bloodstock
bloodstream
bloodthirsty
bloodworm
bloody
bloom
bloomer
blossom
blot
blotch
blotchy
blotter
blouse
blow
blowback
blower
blowfish
blowgun
blowhard
blowhole
blowout
blowsy
blowtorch
blowup
blubber
blubbery
bludgeon
blue
bluebell
blueberry
bluebird
bluebonnet
bluebottle
bluefin
bluegrass
blueness
blueprint
bluestone
bluey
bluff
bluish
blunder
blunderbuss
blunt
bluntly
bluntness
blur
blurb
blurry
blurt
blush
blusher
blushingly
bluster
blustery
boa
boar
board
boarder
boardroom
boardwalk
boast
boastful
boastfully
boastfulness
boat
boater
boathouse
boatload
boatman
boatswain
boatyard
bob
bobbin
bobble
bobby
bobcat
bobsled
bock
bode
bodega
bodice
bodily
body
bodybuild
bodybuilder
bodyguard
bodywork
boffin
boffo
bog
bogey
bogeyman
boggle
boggy
bogie
bogus
bogwood
bohemia
bohemian
boil
boiler
boilerplate
boisterous
boisterously
bola
bold
boldface
boldly
boldness
bole
bolero
bolide
boll
bollard
bollock
bollworm
bologna
bolshy
bolster
bolt
bolus
bomb
bombard
bombardier
bombardment
bombast
bombastic
bomber
bombmaking
bombshell
bombsight
bonanza
bonbon
bond
bondage
bondholder
bondsman
bone
bonefish
boneless
bonfire
bong
bongo
bonhomie
bonnet
bonny
bonobo
bonsai
bonus
bony
boo
boob
booby
boodle
boogie
book
bookable
bookbinder
bookbinding
bookcase
bookend
booker
bookie
bookish
bookkeeper
bookkeeping
booklet
bookmaker
bookmark
bookplate
bookseller
bookshelf
bookshelves
bookshop
bookstore
bookworm
boolean
boom
boomer
boomerang
boomtown
boon
boondoggle
